1574882394.2543297,"(1209, 222)","(714, 377)","(1068, 92)","(0, 0, 0)"
1574882395.4772334,"(1213, 225)","(730, 389)","(1054, 97)","(50, 112, 48)"
1574882396.6230125,"(1213, 240)","(753, 403)","(1043, 107)","(103, 216, 161)"
1574882397.6437628,"(1221, 234)","(771, 408)","(1029, 105)","(122, 355, 146)"
1574882398.8438475,"(1240, 242)","(772, 431)","(1026, 111)","(24, 457, 229)"
1574882400.0214694,"(1229, 264)","(776, 441)","(1029, 125)","(64, 401, 354)"
1574882401.0495853,"(1215, 270)","(791, 452)","(1020, 136)","(179, 434, 443)"
1574882402.2364945,"(1224, 280)","(774, 470)","(1027, 140)","(76, 416, 497)"
1574882403.249181,"(1204, 297)","(778, 472)","(1032, 154)","(158, 309, 614)"
1574882404.433988,"(1201, 279)","(805, 457)","(1014, 145)","(280, 435, 515)"
1574882405.6353266,"(1198, 297)","(809, 478)","(1013, 158)","(290, 441, 646)"
1574882406.8283448,"(1211, 275)","(819, 463)","(1004, 142)","(273, 561, 508)"
1574882408.0331664,"(1204, 262)","(815, 442)","(1007, 131)","(308, 513, 390)"
1574882409.038412,"(1212, 279)","(786, 460)","(1025, 142)","(161, 390, 504)"
1574882410.047048,"(1231, 298)","(786, 490)","(1020, 154)","(58, 492, 642)"
1574882411.2376673,"(1226, 309)","(768, 494)","(1034, 160)","(22, 369, 689)"
1574882412.4418888,"(1206, 292)","(776, 468)","(1032, 149)","(154, 296, 567)"
1574882413.6348605,"(1216, 277)","(759, 455)","(1040, 137)","(57, 265, 455)"
1574882414.8396466,"(1212, 272)","(788, 448)","(1022, 135)","(197, 395, 437)"
1574882415.8422072,"(1193, 271)","(806, 441)","(1014, 135)","(334, 407, 433)"
1574882417.0105374,"(1200, 259)","(780, 426)","(1030, 125)","(235, 290, 320)"
1574882418.0457623,"(1185, 260)","(796, 422)","(1023, 128)","(354, 305, 337)"
1574882419.0534027,"(1206, 272)","(787, 447)","(1024, 134)","(215, 356, 428)"
